2023-07-01 09:37:46,803 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sat Jul 01 09:37:46 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-10 16:00:51,974 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:00:51,974 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:00:52,056 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-10 16:00:52,056 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:00:52,056 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53528-1688997651793-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:00:52,056 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:00:52,346 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-10 16:00:52,387 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-10 16:00:52,527 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-10 16:27:47,064 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53528-1688997651793-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-31
2023-07-10 16:27:47,065 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 16:27:47,065 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 16:27:47,066 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 16:27:47,067 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 16:27:47,152 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 16:27:47,154 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-31
2023-07-10 16:27:47,154 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-31
2023-07-10 16:27:47,154 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-31
2023-07-10 16:27:47,155 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-31
2023-07-10 16:27:47,201 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53528-1688997651793-0:1) uptime 26 minutes | org.apache.activemq.broker.BrokerService | Thread-31
2023-07-10 16:27:47,201 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53528-1688997651793-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-31
2023-07-10 16:27:47,201 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Mon Jul 10 16:00:51 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-31
2023-07-10 16:27:47,237 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | Thread-31
2023-07-10 16:27:51,795 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Mon Jul 10 16:27:51 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-10 16:27:52,209 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-10 16:27:52,220 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:27:52,428 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 16:27:52,449 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 16:27:52,463 | INFO  | Recovery replayed 331 operations from the journal in 0.027 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 16:27:52,591 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53903-1688999272475-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:27:52,657 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:27:52,657 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:27:52,659 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:27:52,659 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:27:52,662 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:27:52,662 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:27:52,665 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:27:52,666 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:27:52,754 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-10 16:27:52,754 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:27:52,754 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53903-1688999272475-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:27:52,755 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:27:53,006 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-10 16:27:53,050 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-10 16:27:53,221 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-14 15:35:02,877 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Fri Jul 14 15:35:02 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-14 15:35:03,380 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-14 15:35:03,389 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-14 15:35:03,678 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-14 15:35:03,705 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-14 15:35:03,720 | INFO  | Recovery replayed 360 operations from the journal in 0.033 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-14 15:35:03,850 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53450-1689341703732-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-14 15:35:03,920 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-14 15:35:03,920 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-14 15:35:03,922 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-14 15:35:03,922 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-14 15:35:03,925 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-14 15:35:03,925 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-14 15:35:03,927 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-14 15:35:03,927 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-14 15:35:04,004 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-14 15:35:04,004 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-14 15:35:04,005 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53450-1689341703732-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-14 15:35:04,005 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-14 15:35:04,249 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-14 15:35:04,285 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-14 15:35:04,470 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-14 15:35:20,641 | WARN  | Transport Connection to: tcp://127.0.0.1:53466 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53466@61616
2023-07-14 15:35:39,742 | WARN  | Transport Connection to: tcp://127.0.0.1:53473 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53473@61616
2023-07-14 15:37:42,060 | WARN  | Transport Connection to: tcp://127.0.0.1:53479 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53479@61616
2023-07-14 15:38:34,922 | WARN  | Transport Connection to: tcp://127.0.0.1:53512 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:53512@61616
2023-07-15 12:29:06,599 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sat Jul 15 12:29:06 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-15 12:29:07,102 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-15 12:29:07,112 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:29:07,452 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 12:29:07,478 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 12:29:07,480 | INFO  | Recovery replayed 17 operations from the journal in 0.02 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 12:29:07,612 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52654-1689416947494-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:29:07,668 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:29:07,669 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:29:07,671 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:29:07,671 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:29:07,673 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:29:07,673 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:29:07,675 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:29:07,675 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:29:07,751 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-15 12:29:07,751 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:29:07,753 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52654-1689416947494-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:29:07,753 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:29:08,095 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-15 12:29:08,136 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-15 12:29:08,316 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-15 12:30:24,874 | WARN  | Transport Connection to: tcp://127.0.0.1:52697 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52697@61616
2023-07-15 12:30:32,368 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52654-1689416947494-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-33
2023-07-15 12:30:32,368 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-15 12:30:32,369 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-15 12:30:32,369 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-15 12:30:32,369 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-15 12:30:32,454 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-15 12:30:32,457 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-33
2023-07-15 12:30:32,457 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-33
2023-07-15 12:30:32,457 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-33
2023-07-15 12:30:32,458 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-33
2023-07-15 12:30:32,512 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52654-1689416947494-0:1) uptime 1 minute | org.apache.activemq.broker.BrokerService | Thread-33
2023-07-15 12:30:32,512 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52654-1689416947494-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-33
2023-07-15 12:30:32,512 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sat Jul 15 12:29:06 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-33
2023-07-15 12:30:32,550 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | Thread-33
2023-07-15 12:30:37,127 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sat Jul 15 12:30:37 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-15 12:30:37,531 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-15 12:30:37,541 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:30:37,747 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 12:30:37,769 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 12:30:37,774 | INFO  | Recovery replayed 35 operations from the journal in 0.019 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 12:30:37,899 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52716-1689417037785-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:30:37,956 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:30:37,956 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:30:37,958 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:30:37,958 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:30:37,960 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:30:37,960 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:30:37,962 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 12:30:37,962 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:30:38,035 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-15 12:30:38,035 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 12:30:38,035 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52716-1689417037785-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:30:38,035 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-15 12:30:38,282 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-15 12:30:38,319 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-15 12:30:38,439 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-15 12:32:16,602 | WARN  | Transport Connection to: tcp://127.0.0.1:52737 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52737@61616
2023-07-15 18:05:55,068 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sat Jul 15 18:05:55 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-15 18:05:55,529 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-15 18:05:55,538 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-15 18:05:55,792 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 18:05:55,886 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 18:05:55,890 | INFO  | Recovery replayed 9 operations from the journal in 0.021 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-15 18:05:56,024 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-56843-1689437155906-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-15 18:05:56,087 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 18:05:56,088 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 18:05:56,089 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 18:05:56,090 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 18:05:56,091 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 18:05:56,092 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 18:05:56,093 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-15 18:05:56,093 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 18:05:56,169 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-15 18:05:56,169 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-15 18:05:56,170 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-56843-1689437155906-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-15 18:05:56,170 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-15 18:05:56,459 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-15 18:05:56,513 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-15 18:05:56,628 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-15 18:09:43,571 | WARN  | Transport Connection to: tcp://127.0.0.1:56878 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:56878@61616
2023-07-15 18:09:43,572 | WARN  | Transport Connection to: tcp://127.0.0.1:56872 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:56872@61616
2023-07-16 15:37:37,787 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 15:37:37 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-16 15:37:38,236 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-16 15:37:38,246 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-16 15:37:38,523 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 15:37:38,543 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 15:37:38,550 | INFO  | Recovery replayed 88 operations from the journal in 0.02 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 15:37:38,676 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52019-1689514658562-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-16 15:37:38,733 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 15:37:38,733 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 15:37:38,735 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 15:37:38,735 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 15:37:38,737 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 15:37:38,737 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 15:37:38,739 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 15:37:38,739 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 15:37:38,805 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-16 15:37:38,805 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 15:37:38,806 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52019-1689514658562-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-16 15:37:38,806 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
